,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Instrument
27,2022-10-27 00:00:00-04:00,377.1331104,379.0331916,373.4510532,374.0910034,81971800,0,0,0,SPY
28,2022-10-28 00:00:00-04:00,373.9826601,383.4830956,373.7956024,382.9908447,100302000,0,0,0,SPY
29,2022-10-31 00:00:00-04:00,380.450842,382.3804569,379.2891372,380.2243958,96631300,0,0,0,SPY
30,2022-11-01 00:00:00-04:00,384.0935331,384.3396585,377.34969,378.5606079,85407600,0,0,0,SPY
31,2022-11-02 00:00:00-04:00,377.9502306,382.6069349,368.9518999,369.0601807,126990400,0,0,0,SPY
32,2022-11-03 00:00:00-04:00,365.7128722,368.4005728,363.0744146,365.2600098,87100100,0,0,0,SPY
33,2022-11-04 00:00:00-04:00,371.1571626,372.998176,364.2656503,370.5172424,103505200,0,0,0,SPY
34,2022-11-07 00:00:00-05:00,371.8561277,374.6718181,369.7099212,374.0614319,68286900,0,0,0,SPY
35,2022-11-08 00:00:00-05:00,375.2034299,379.1512914,371.8659848,376.0796509,84641100,0,0,0,SPY
36,2022-11-09 00:00:00-05:00,374.0417325,375.2330012,367.8196744,368.3316345,78495500,0,0,0,SPY
37,2022-11-10 00:00:00-05:00,382.035892,388.9175797,379.6632692,388.572998,141455800,0,0,0,SPY
38,2022-11-11 00:00:00-05:00,389.4590429,393.1607791,387.5097187,392.3338013,93839900,0,0,0,SPY
39,2022-11-14 00:00:00-05:00,390.5124484,393.9778836,388.7107935,388.9963074,71903500,0,0,0,SPY
40,2022-11-15 00:00:00-05:00,394.9328959,396.0749216,388.3761102,392.3141174,93194500,0,0,0,SPY
41,2022-11-16 00:00:00-05:00,390.6306021,391.6151039,388.6714533,389.321228,68508500,0,0,0,SPY
42,2022-11-17 00:00:00-05:00,384.4085286,388.8289617,384.0935109,388.1299438,74496300,0,0,0,SPY
43,2022-11-18 00:00:00-05:00,391.5757321,391.6446544,386.9485917,389.8922424,92922500,0,0,0,SPY
44,2022-11-21 00:00:00-05:00,388.5237915,389.6854963,386.5744671,388.4745483,51243200,0,0,0,SPY
45,2022-11-22 00:00:00-05:00,390.4829301,393.8696185,389.0258567,393.70224,60429000,0,0,0,SPY
46,2022-11-23 00:00:00-05:00,393.3576821,396.685303,393.1214113,396.1832275,68261600,0,0,0,SPY
47,2022-11-25 00:00:00-05:00,395.6023231,396.6656018,395.3168392,396.094574,30545400,0,0,0,SPY
48,2022-11-28 00:00:00-05:00,392.9047866,394.5981308,388.986459,389.7740784,67881600,0,0,0,SPY
49,2022-11-29 00:00:00-05:00,389.911944,391.1425713,387.2045639,389.1046753,52310000,0,0,0,SPY
50,2022-11-30 00:00:00-05:00,389.3606148,401.3616943,387.3817865,401.3616943,144566700,0,0,0,SPY
51,2022-12-01 00:00:00-05:00,402.4347565,403.6457044,398.4770704,401.0663147,76398200,0,0,0,SPY
52,2022-12-02 00:00:00-05:00,396.0158556,401.5388964,395.9075748,400.6036377,85342700,0,0,0,SPY
53,2022-12-05 00:00:00-05:00,397.6894768,398.6542692,391.9990581,393.3970337,77289800,0,0,0,SPY
54,2022-12-06 00:00:00-05:00,393.2297097,393.7908529,385.5702871,387.7263184,77972200,0,0,0,SPY
55,2022-12-07 00:00:00-05:00,386.8501198,389.5082866,385.8951519,387.0667114,65927900,0,0,0,SPY
56,2022-12-08 00:00:00-05:00,389.0160406,391.2016057,387.1749971,390.0989685,60737900,0,0,0,SPY
57,2022-12-09 00:00:00-05:00,388.8191215,391.4575789,387.0568549,387.184845,81447700,0,0,0,SPY
58,2022-12-12 00:00:00-05:00,388.0019229,392.7669373,387.3127898,392.7669373,75405800,0,0,0,SPY
59,2022-12-13 00:00:00-05:00,403.862344,404.1281487,392.8851545,395.7402039,123782500,0,0,0,SPY
60,2022-12-14 00:00:00-05:00,395.3857319,399.2154581,390.1678847,393.2099915,108111300,0,0,0,SPY
61,2022-12-15 00:00:00-05:00,388.1890062,389.1242949,381.8783768,383.5914001,117705900,0,0,0,SPY
62,2022-12-16 00:00:00-05:00,380.9517199,382.3363455,376.857182,379.0626831,119858000,1.781,0,0,SPY
63,2022-12-19 00:00:00-05:00,379.2604982,379.6066621,374.1274685,375.8483582,79878100,0,0,0,SPY
64,2022-12-20 00:00:00-05:00,375.0670537,378.0341215,373.7021977,376.3626709,74427200,0,0,0,SPY
65,2022-12-21 00:00:00-05:00,379.0429057,383.1572433,378.4890555,381.9902039,78167400,0,0,0,SPY
66,2022-12-22 00:00:00-05:00,378.8450893,381.9704043,370.6559835,376.5406799,100120900,0,0,0,SPY
67,2022-12-23 00:00:00-05:00,375.4824416,378.8550124,373.8802297,378.706665,59857300,0,0,0,SPY
68,2022-12-27 00:00:00-05:00,378.5879823,378.9440159,375.4824367,377.2132263,51638200,0,0,0,SPY
69,2022-12-28 00:00:00-05:00,377.1439565,379.1813707,372.2878823,372.525238,70911500,0,0,0,SPY
70,2022-12-29 00:00:00-05:00,375.4626612,380.1308492,374.9186807,379.230835,66970900,0,0,0,SPY
71,2022-12-30 00:00:00-05:00,376.461544,378.3802199,374.2757825,378.2318726,84022200,0,0,0,SPY
72,2023-01-03 00:00:00-05:00,380.1506055,382.1879896,373.6823894,376.6395874,74850700,0,0,0,SPY
73,2023-01-04 00:00:00-05:00,378.9736827,381.6440559,375.828598,379.5473328,85934100,0,0,0,SPY
74,2023-01-05 00:00:00-05:00,377.5297023,377.6483802,374.6022039,375.2153931,76970500,0,0,0,SPY
75,2023-01-06 00:00:00-05:00,378.4099303,384.977055,375.245076,383.8198853,104189600,0,0,0,SPY
76,2023-01-09 00:00:00-05:00,386.0847513,389.3782135,383.4144084,383.6022949,73978100,0,0,0,SPY
77,2023-01-10 00:00:00-05:00,382.9990178,386.3616888,382.0297648,386.29245,65358100,0,0,0,SPY
78,2023-01-11 00:00:00-05:00,387.9243599,391.2573614,387.0836846,391.1782227,68881100,0,0,0,SPY
79,2023-01-12 00:00:00-05:00,392.3155917,394.1155898,388.1122458,392.6023865,90157700,0,0,0,SPY
80,2023-01-13 00:00:00-05:00,389.2990534,394.7189079,389.0221283,394.1254883,63903900,0,0,0,SPY
81,2023-01-17 00:00:00-05:00,394.1057312,395.8365207,392.7013058,393.4035034,62677300,0,0,0,SPY
82,2023-01-18 00:00:00-05:00,394.6299441,395.7277448,386.9847881,387.1924744,99632300,0,0,0,SPY
83,2023-01-19 00:00:00-05:00,385.0858466,386.7869668,383.0089232,384.3737793,86958900,0,0,0,SPY
84,2023-01-20 00:00:00-05:00,385.8177218,391.6925185,384.1166017,391.5342712,91806400,0,0,0,SPY
85,2023-01-23 00:00:00-05:00,392.3650651,398.2299621,391.3760424,396.2321472,84178800,0,0,0,SPY
86,2023-01-24 00:00:00-05:00,394.5013068,396.746377,393.2749285,395.8068237,59524900,0,0,0,SPY
87,2023-01-25 00:00:00-05:00,391.6035068,396.3013641,389.2397284,395.9552002,84800300,0,0,0,SPY
88,2023-01-26 00:00:00-05:00,398.7047034,400.4750624,395.6387272,400.3069153,72287400,0,0,0,SPY
89,2023-01-27 00:00:00-05:00,399.2288698,403.6794715,399.0112836,401.2266846,68346200,0,0,0,SPY
90,2023-01-30 00:00:00-05:00,398.3782668,400.6827062,395.8859408,396.1925354,74202000,0,0,0,SPY
91,2023-01-31 00:00:00-05:00,396.7266369,402.0673529,396.3705731,402.0179138,86811800,0,0,0,SPY
92,2023-02-01 00:00:00-05:00,400.7618337,409.1289865,397.9332436,406.2904663,101459200,0,0,0,SPY
93,2023-02-02 00:00:00-05:00,410.3058973,413.7180373,408.3476519,412.204834,101654500,0,0,0,SPY
94,2023-02-03 00:00:00-05:00,407.0718195,412.392766,406.5773082,407.8234863,94736800,0,0,0,SPY
95,2023-02-06 00:00:00-05:00,405.2915766,406.7751104,403.620126,405.3311157,60295300,0,0,0,SPY
96,2023-02-07 00:00:00-05:00,404.3816637,411.918011,403.0959464,410.6322937,90990700,0,0,0,SPY
97,2023-02-08 00:00:00-05:00,408.5949072,409.9795328,405.4300229,406.1421204,76227500,0,0,0,SPY
98,2023-02-09 00:00:00-05:00,409.8608376,410.0190848,401.3552376,402.6211853,78694900,0,0,0,SPY
99,2023-02-10 00:00:00-05:00,401.4046988,403.956394,400.5640537,403.560791,70769700,0,0,0,SPY
100,2023-02-13 00:00:00-05:00,404.2333189,408.4366649,403.7585771,408.2981873,64913500,0,0,0,SPY
101,2023-02-14 00:00:00-05:00,406.7256652,410.4938391,404.0256527,408.110321,88389300,0,0,0,SPY
102,2023-02-15 00:00:00-05:00,405.8454509,409.5147164,404.9751061,409.4356079,61555700,0,0,0,SPY
103,2023-02-16 00:00:00-05:00,404.3025374,408.3773055,403.6596788,403.7981262,76431500,0,0,0,SPY
104,2023-02-17 00:00:00-05:00,401.6025284,403.0366233,399.6145833,402.7893677,89257800,0,0,0,SPY
105,2023-02-21 00:00:00-05:00,398.6354665,399.7233975,394.4420202,394.7090454,82655900,0,0,0,SPY
106,2023-02-22 00:00:00-05:00,395.1342924,396.7266345,392.6617359,394.1650696,83742300,0,0,0,SPY
107,2023-02-23 00:00:00-05:00,397.151894,397.784883,391.9001867,396.2617798,96242400,0,0,0,SPY
108,2023-02-24 00:00:00-05:00,391.0793248,392.8892229,389.3188658,392.0287781,108194400,0,0,0,SPY
109,2023-02-27 00:00:00-05:00,395.4804452,396.8848705,392.3946997,393.3639526,80444700,0,0,0,SPY
110,2023-02-28 00:00:00-05:00,392.8694177,394.8969018,391.8012565,391.9100647,96438600,0,0,0,SPY
111,2023-03-01 00:00:00-05:00,391.0694272,392.3353749,389.0617126,390.4067688,99706800,0,0,0,SPY
112,2023-03-02 00:00:00-05:00,388.3693637,394.3133989,388.0231998,393.4430542,85127800,0,0,0,SPY
113,2023-03-03 00:00:00-05:00,395.3221894,400.0101768,394.6496613,399.7530212,90120000,0,0,0,SPY
114,2023-03-06 00:00:00-05:00,400.6036186,402.9772972,399.5750568,400.0299988,72795900,0,0,0,SPY
115,2023-03-07 00:00:00-05:00,399.9805542,400.2278099,393.265082,393.8980408,108310600,0,0,0,SPY
116,2023-03-08 00:00:00-05:00,394.0167128,395.3221996,392.2364541,394.5408936,74746600,0,0,0,SPY
117,2023-03-09 00:00:00-05:00,395.3518859,397.0728057,386.2429962,387.2616882,111945300,0,0,0,SPY
118,2023-03-10 00:00:00-05:00,386.6979584,388.8441508,380.1011942,381.6737366,189253000,0,0,0,SPY
119,2023-03-13 00:00:00-04:00,377.6187121,386.1045428,376.4714423,381.1297302,157790000,0,0,0,SPY
120,2023-03-14 00:00:00-04:00,386.2133314,389.1309602,382.8011913,387.4298401,149752400,0,0,0,SPY
121,2023-03-15 00:00:00-04:00,381.653943,385.2144002,379.4978508,385.0067139,172996900,0,0,0,SPY
122,2023-03-16 00:00:00-04:00,382.5737505,392.1178131,382.0495697,391.7617493,143254200,0,0,0,SPY
123,2023-03-17 00:00:00-04:00,390.3877151,391.5592085,385.7513389,387.1809692,140553400,1.506,0,0,SPY
124,2023-03-20 00:00:00-04:00,387.985135,391.330887,387.2604124,390.9039612,93055800,0,0,0,SPY
125,2023-03-21 00:00:00-04:00,394.3787281,396.5331112,392.7306812,396.0367126,91524200,0,0,0,SPY
126,2023-03-22 00:00:00-04:00,395.8580486,399.5909456,389.2460155,389.2857056,111746600,0,0,0,SPY
127,2023-03-23 00:00:00-04:00,392.2442273,396.4139875,387.5383785,390.3380737,119351300,0,0,0,SPY
128,2023-03-24 00:00:00-04:00,389.0176648,392.9888537,386.5952371,392.8995056,107682400,0,0,0,SPY
129,2023-03-27 00:00:00-04:00,395.2524196,396.0466755,392.7108611,393.6341553,74010400,0,0,0,SPY
130,2023-03-28 00:00:00-04:00,392.9193384,393.6341536,390.8543335,392.7505798,62871700,0,0,0,SPY
131,2023-03-29 00:00:00-04:00,397.0493517,398.7073362,395.8083553,398.459137,77497900,0,0,0,SPY
132,2023-03-30 00:00:00-04:00,401.1794115,401.4375484,398.8662074,400.7922363,69840000,0,0,0,SPY
133,2023-03-31 00:00:00-04:00,401.7453121,406.7490184,401.6360886,406.4412537,112062600,0,0,0,SPY
134,2023-04-03 00:00:00-04:00,405.9051406,408.4069786,405.4980901,407.9900208,67391100,0,0,0,SPY
135,2023-04-04 00:00:00-04:00,408.6552047,408.9530621,404.3067478,405.7264709,66601500,0,0,0,SPY
136,2023-04-05 00:00:00-04:00,404.9719188,405.7562371,402.9565416,404.6641541,65200200,0,0,0,SPY
137,2023-04-06 00:00:00-04:00,403.8401236,406.530626,402.7579783,406.2427063,63743300,0,0,0,SPY
138,2023-04-10 00:00:00-04:00,403.6812762,406.7391087,403.0459017,406.659668,63681000,0,0,0,SPY
139,2023-04-11 00:00:00-04:00,407.3049788,408.2183353,405.9746342,406.7688599,59297900,0,0,0,SPY
140,2023-04-12 00:00:00-04:00,408.9033936,409.2012509,404.5053091,405.1109009,86420400,0,0,0,SPY
141,2023-04-13 00:00:00-04:00,406.2327736,410.8592125,405.0513425,410.4918823,85814800,0,0,0,SPY
142,2023-04-14 00:00:00-04:00,409.8366208,412.1001973,407.1064285,409.4891357,78161500,0,0,0,SPY
143,2023-04-17 00:00:00-04:00,409.3997971,410.9783411,408.1290179,410.9584961,66436400,0,0,0,SPY
144,2023-04-18 00:00:00-04:00,412.5866593,412.7256655,409.8068392,411.226532,63560000,0,0,0,SPY
145,2023-04-19 00:00:00-04:00,409.2508595,412.0902449,409.1912941,411.1570435,55227300,0,0,0,SPY
146,2023-04-20 00:00:00-04:00,408.2481426,410.7202283,407.3149108,408.9133301,75840400,0,0,0,SPY
147,2023-04-21 00:00:00-04:00,409.2210804,409.7075413,407.215641,409.2310181,73457400,0,0,0,SPY
148,2023-04-24 00:00:00-04:00,409.0225237,410.0947617,407.6425513,409.6579285,64332100,0,0,0,SPY
149,2023-04-25 00:00:00-04:00,407.6226779,408.1985173,403.0955249,403.1550903,97766700,0,0,0,SPY
150,2023-04-26 00:00:00-04:00,403.7904658,404.9023938,400.8716397,401.4474487,80447000,0,0,0,SPY
151,2023-04-27 00:00:00-04:00,404.0684473,409.7174656,403.8103104,409.4394836,92968400,0,0,0,SPY
152,2023-04-28 00:00:00-04:00,408.5260908,412.9440502,408.4665254,412.9341125,89335600,0,0,0,SPY
153,2023-05-01 00:00:00-04:00,412.477461,414.611969,412.2788895,412.5171814,62122300,0,0,0,SPY
154,2023-05-02 00:00:00-04:00,411.7825149,411.8321729,404.882592,407.8808289,103998500,0,0,0,SPY
155,2023-05-03 00:00:00-04:00,408.3970548,410.8889856,404.8329164,405.0811157,91531800,0,0,0,SPY
156,2023-05-04 00:00:00-04:00,403.9989675,404.3365149,400.8319419,402.2119446,94901900,0,0,0,SPY
157,2023-05-05 00:00:00-04:00,405.9647215,410.7400738,405.6966772,409.6579285,87844000,0,0,0,SPY
158,2023-05-08 00:00:00-04:00,409.9954441,410.2634884,408.3176145,409.7670898,50046800,0,0,0,SPY
159,2023-05-09 00:00:00-04:00,408.1687254,409.1218022,407.7318922,407.9701538,49220100,0,0,0,SPY
160,2023-05-10 00:00:00-04:00,410.8989227,411.5541725,405.9249989,409.8763428,96142900,0,0,0,SPY
161,2023-05-11 00:00:00-04:00,408.9828028,409.4593261,407.0170535,409.161499,70157100,0,0,0,SPY
162,2023-05-12 00:00:00-04:00,410.4422326,410.6606492,406.1235587,408.6253967,70439400,0,0,0,SPY
163,2023-05-15 00:00:00-04:00,409.250838,410.4521141,407.2751814,410.0351563,54289400,0,0,0,SPY
164,2023-05-16 00:00:00-04:00,408.8934329,409.84654,407.2851063,407.2950439,57705500,0,0,0,SPY
165,2023-05-17 00:00:00-04:00,409.379936,412.8646336,407.6822612,412.2391968,87287000,0,0,0,SPY
166,2023-05-18 00:00:00-04:00,411.9115593,416.6472214,411.6832353,416.2103882,97177200,0,0,0,SPY
167,2023-05-19 00:00:00-04:00,417.1436207,417.6896471,414.3439253,415.6047668,103679700,0,0,0,SPY
168,2023-05-22 00:00:00-04:00,415.624646,417.3620412,414.3439291,415.7735596,60745400,0,0,0,SPY
169,2023-05-23 00:00:00-04:00,414.075876,415.7040781,410.7003714,411.1074219,86383500,0,0,0,SPY
170,2023-05-24 00:00:00-04:00,409.449435,409.8465479,406.9277217,408.1289978,89213700,0,0,0,SPY
171,2023-05-25 00:00:00-04:00,411.7527087,413.1624941,409.4395045,411.6633606,90961600,0,0,0,SPY
172,2023-05-26 00:00:00-04:00,412.3384382,417.7392573,412.2590278,416.9946594,93830000,0,0,0,SPY
173,2023-05-30 00:00:00-04:00,418.9902149,419.5362412,415.7239035,417.1535339,72216000,0,0,0,SPY
174,2023-05-31 00:00:00-04:00,415.2672276,416.2004594,413.2220677,414.840332,110811800,0,0,0,SPY
175,2023-06-01 00:00:00-04:00,415.0785937,419.8738213,413.7879694,418.7817383,88865000,0,0,0,SPY
176,2023-06-02 00:00:00-04:00,421.4424193,425.6518698,420.8963929,424.8377991,91366700,0,0,0,SPY
177,2023-06-05 00:00:00-04:00,425.1952056,426.5255503,423.2989593,424.0237122,65460200,0,0,0,SPY
178,2023-06-06 00:00:00-04:00,423.5968013,425.4930173,422.9216762,424.946991,64022200,0,0,0,SPY
179,2023-06-07 00:00:00-04:00,425.3540319,426.5255253,423.0407974,423.4776306,85373300,0,0,0,SPY
180,2023-06-08 00:00:00-04:00,423.5471622,426.5057089,422.7529365,426.039093,61952800,0,0,0,SPY
181,2023-06-09 00:00:00-04:00,426.8630627,428.8784398,425.7809174,426.8034973,85742800,0,0,0,SPY
182,2023-06-12 00:00:00-04:00,427.8161845,430.7548558,427.0715866,430.675415,76104300,0,0,0,SPY
183,2023-06-13 00:00:00-04:00,432.1844869,434.1799887,431.4994544,433.5148315,95899700,0,0,0,SPY
184,2023-06-14 00:00:00-04:00,433.8623083,435.8975305,430.4669286,434.0310669,100612100,0,0,0,SPY
185,2023-06-15 00:00:00-04:00,433.1871905,440.7026726,433.087935,439.4120483,110303100,0,0,0,SPY
186,2023-06-16 00:00:00-04:00,441.4627981,442.0507206,437.4270458,437.9153137,114121300,1.638,0,0,SPY
187,2023-06-20 00:00:00-04:00,435.9124115,436.8291607,433.5009042,435.6433411,76160400,0,0,0,SPY
188,2023-06-21 00:00:00-04:00,434.6269374,435.4540066,432.8033527,433.4112244,76982300,0,0,0,SPY
189,2023-06-22 00:00:00-04:00,432.4247087,435.0853068,432.0759328,434.975708,70637200,0,0,0,SPY
190,2023-06-23 00:00:00-04:00,431.4082718,433.5307898,430.9498972,431.6872864,92074500,0,0,0,SPY
191,2023-06-26 00:00:00-04:00,431.099368,433.0823636,429.6744017,429.9235229,72823600,0,0,0,SPY
192,2023-06-27 00:00:00-04:00,430.8303216,435.2746365,430.3619724,434.6369019,72813700,0,0,0,SPY
193,2023-06-28 00:00:00-04:00,433.5208234,435.9024373,432.8830887,434.8561401,75636000,0,0,0,SPY
194,2023-06-29 00:00:00-04:00,434.4276011,436.7394537,434.0090945,436.5700378,67882300,0,0,0,SPY
195,2023-06-30 00:00:00-04:00,439.8883645,442.7382971,439.5595074,441.7218933,104921500,0,0,0,SPY
196,2023-07-03 00:00:00-04:00,441.3631654,442.5190613,441.0741762,442.2301025,32793400,0,0,0,SPY
197,2023-07-05 00:00:00-04:00,440.3567053,442.3297566,440.3467307,441.5724182,58418400,0,0,0,SPY
198,2023-07-06 00:00:00-04:00,437.8754773,438.5530799,435.5237568,438.114624,80658300,0,0,0,SPY
199,2023-07-07 00:00:00-04:00,437.0882502,441.0841651,436.7593931,437.0085144,86076100,0,0,0,SPY
200,2023-07-10 00:00:00-04:00,436.6398152,438.293984,436.0518927,438.114624,62443500,0,0,0,SPY
201,2023-07-11 00:00:00-04:00,438.9018404,441.4129717,437.8953808,440.9047546,64463800,0,0,0,SPY
202,2023-07-12 00:00:00-04:00,444.820965,445.90713,443.3461562,444.45224,91924500,0,0,0,SPY
203,2023-07-13 00:00:00-04:00,446.325659,448.7969529,445.877259,447.9798279,72425200,0,0,0,SPY
204,2023-07-14 00:00:00-04:00,448.8965999,449.7734812,446.913574,447.7008057,69761800,0,0,0,SPY
205,2023-07-17 00:00:00-04:00,447.5513292,450.3414751,447.5014867,449.2553101,52680200,0,0,0,SPY
206,2023-07-18 00:00:00-04:00,448.9165042,453.2611643,448.4680738,452.5935364,80744400,0,0,0,SPY
207,2023-07-19 00:00:00-04:00,453.4106715,454.8256633,452.5138106,453.6000061,65891700,0,0,0,SPY
208,2023-07-20 00:00:00-04:00,452.5736326,453.5003564,449.8532175,450.5906067,70591600,0,0,0,SPY
209,2023-07-21 00:00:00-04:00,452.3643489,452.5736326,450.5806625,450.5906067,71245400,0,0,0,SPY
210,2023-07-24 00:00:00-04:00,451.776416,453.4405594,450.7101697,452.6035156,54023400,0,0,0,SPY
211,2023-07-25 00:00:00-04:00,452.3244956,455.1345602,452.2746531,453.8391418,55191200,0,0,0,SPY
212,2023-07-26 00:00:00-04:00,452.8725521,455.3836834,451.7863871,453.908905,71052900,0,0,0,SPY
213,2023-07-27 00:00:00-04:00,457.4065517,457.8250888,449.9628072,450.8995056,92194400,0,0,0,SPY
214,2023-07-28 00:00:00-04:00,454.2776119,456.1709274,450.8995129,455.3139648,80011800,0,0,0,SPY
215,2023-07-31 00:00:00-04:00,455.802239,456.5496028,454.4470035,456.1809082,62040400,0,0,0,SPY
216,2023-08-01 00:00:00-04:00,454.666235,455.6428014,453.8889779,454.8755188,55291500,0,0,0,SPY
217,2023-08-02 00:00:00-04:00,451.6568495,451.9258896,447.7705639,448.547821,93933400,0,0,0,SPY
218,2023-08-03 00:00:00-04:00,446.4651837,449.2055177,445.7975253,447.2623596,64276100,0,0,0,SPY
219,2023-08-04 00:00:00-04:00,449.1357315,451.3080616,444.701361,445.2394714,100052300,0,0,0,SPY
220,2023-08-07 00:00:00-04:00,447.1327929,449.2852042,446.4153224,449.1257629,58357500,0,0,0,SPY
221,2023-08-08 00:00:00-04:00,446.5050101,449.1158265,443.7048895,447.1726685,71361300,0,0,0,SPY
222,2023-08-09 00:00:00-04:00,447.4516974,447.6211133,443.3959958,444.1832275,78789600,0,0,0,SPY
223,2023-08-10 00:00:00-04:00,446.6146361,450.1123083,443.136913,444.3426514,93005500,0,0,0,SPY
224,2023-08-11 00:00:00-04:00,442.4094695,445.1298847,441.7916537,444.0835571,68664600,0,0,0,SPY
225,2023-08-14 00:00:00-04:00,443.1369248,446.5349121,442.8180422,446.5349121,47867400,0,0,0,SPY
226,2023-08-15 00:00:00-04:00,444.7013764,445.0701014,440.7453295,441.3332825,75707500,0,0,0,SPY
227,2023-08-16 00:00:00-04:00,440.9047607,442.6187162,437.9850669,438.094696,80107200,0,0,0,SPY
228,2023-08-17 00:00:00-04:00,439.609347,439.8783871,434.2183593,434.7564697,95711300,0,0,0,SPY
229,2023-08-18 00:00:00-04:00,431.8467257,436.0319751,431.4880056,434.9657288,98758400,0,0,0,SPY
230,2023-08-21 00:00:00-04:00,436.0120291,438.5630284,433.7898868,437.7957458,68719000,0,0,0,SPY
231,2023-08-22 00:00:00-04:00,439.6292728,439.6292728,436.0319764,436.6099243,65062900,0,0,0,SPY
232,2023-08-23 00:00:00-04:00,437.706066,442.1105434,437.5565993,441.4727783,68441000,0,0,0,SPY
233,2023-08-24 00:00:00-04:00,443.1269414,443.6550772,435.3244464,435.3543701,88517300,0,0,0,SPY
234,2023-08-25 00:00:00-04:00,437.1380487,439.7488347,433.4709911,438.4235229,102325100,0,0,0,SPY
235,2023-08-28 00:00:00-04:00,440.6855437,441.84147,438.4235335,441.2037354,61595400,0,0,0,SPY
236,2023-08-29 00:00:00-04:00,441.0941103,447.870227,440.9047757,447.5812378,83081900,0,0,0,SPY
237,2023-08-30 00:00:00-04:00,447.930016,450.0824275,447.202571,449.4247437,69053900,0,0,0,SPY
238,2023-08-31 00:00:00-04:00,450.0624778,451.2383228,448.5777247,448.7670593,66084600,0,0,0,SPY
239,2023-09-01 00:00:00-04:00,451.5771468,452.0753893,448.0993933,449.6040955,58875700,0,0,0,SPY
240,2023-09-05 00:00:00-04:00,449.1457332,449.4745599,447.5912189,447.6609497,55166200,0,0,0,SPY
241,2023-09-06 00:00:00-04:00,446.8238804,446.9335095,442.2500177,444.6515503,70758500,0,0,0,SPY
242,2023-09-07 00:00:00-04:00,441.5524723,443.9838982,441.1937523,443.286377,70355400,0,0,0,SPY
243,2023-09-08 00:00:00-04:00,443.3361941,445.5384176,442.9674995,443.95401,61659700,0,0,0,SPY
244,2023-09-11 00:00:00-04:00,446.664465,447.1926009,444.9006974,446.8737488,60180100,0,0,0,SPY
